id,name,number,URL,socket,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Use Conditions,Total Cores,Total Threads,Max Turbo Frequency,Turbo Boost Max Technology 3.0 Frequency,Turbo Boost Technology 2.0 Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down Base Frequency,Configurable TDP-down,Thermal Velocity Boost Frequency,Configurable TDP-up Base Frequency,Configurable TDP-up,Deep Learning Boost ( DL Boost) on CPU,# of QPI Links,Scenario Design Power (SDP),# of Performance-cores,# of Efficient-cores,# of Low Power Efficient-cores,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Low Power Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Low Power Efficient-core Base Frequency,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,AI Software Frameworks Supported by CPU,Marketing Status,Launch Date,Embedded Options Available,Use Conditions.1,Datasheet,Servicing Status,End of Servicing Updates Date,Description,Included Items,Expected Discontinuance,Product Brief,Additional Information,Functional Safety (FuSa) Documentation Available,Product Tuning (Embedded Uses),Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported,Physical Address Extensions,Maximum Memory Speed,GPU Name,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Execution Units,4K Support,Max Resolution (HDMI),Max Resolution (DP),Max Resolution (eDP - Integrated Flat Panel),DirectX* Support,OpenGL* Support,OpenCL* Support,Quick Sync Video,InTru 3D Technology,Clear Video HD Technology,Clear Video Technology,# of Displays Supported,Device ID,Graphics Output,Multi-Format Codec Engines,Flexible Display Interface ( FDI),Max Resolution (VGA),Macrovision* License Required,Xe-cores,Ray Tracing,H.264 Hardware Encode/Decode,H.265 (HEVC) Hardware Encode/Decode,AV1 Encode/Decode,VP9 Bitstream & Decoding,Deep Learning Boost ( DL Boost) on GPU,AI Software Frameworks Supported by GPU,Scalability,PCI Express Revision,PCI Express Configurations,Max # of PCI Express Lanes,Thunderbolt 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,PCI Support,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Thermal Velocity Boost Temperature,TCASE,Processing Die Size,# of Processing Die Transistors,Max Operating Temperature,Minimum Operating Temperature,Gaussian & Neural Accelerator,Deep Learning Boost ( DL Boost) on CPU.1,Optane Memory Supported,Thermal Velocity Boost,Turbo Boost Max Technology 3.0,Turbo Boost Technology,Hyper-Threading Technology,64,Instruction Set,Instruction Set Extensions,Idle States,Enhanced SpeedStep Technology,Thermal Monitoring Technologies,Identity Protection Technology,Image Processing Unit,Smart Sound Technology,Wake on Voice,High Definition Audio,Adaptix Technology,Speed Shift Technology,Flex Memory Access,Volume Management Device (VMD),MIPI SoundWire*,Demand Based Switching,Smart Response Technology,Transactional Synchronization Extensions,Fast Memory Access,My WiFi Technology,4G WiMAX Wireless Technology,Virtualization Technology (VT-x),Virtualization Technology for Directed I/O (VT-d),VT-x with Extended Page Tables (EPT),ME Firmware Version,HD Audio Technology,Matrix Storage Technology,Rapid Storage Technology,Smart Connect Technology,Time Coordinated Computing ( TCC),# of AVX-512 FMA Units,Thread Director,vPro Eligibility,AES New Instructions,Secure Key,Software Guard Extensions ( SGX),OS Guard,Trusted Execution Technology,Execute Disable Bit,Boot Guard,Stable IT Platform Program (SIPP),Virtualization Technology (VT-x).1,Virtualization Technology for Directed I/O (VT-d).1,VT-x with Extended Page Tables (EPT).1,Control-Flow Enforcement Technology,Mode-based Execute Control (MBEC),Total Memory Encryption,Memory Protection Extensions ( MPX),Anti-Theft Technology,Threat Detection Technology (TDT),Active Management Technology (AMT),Standard Manageability (ISM),Remote Platform Erase (RPE),One-Click Recovery,Hardware Shield Eligibility,Total Memory Encryption - Multi Key,Virtualization Technology with Redirect Protection (VT-rp),Physical Core Count,Processor Base Frequency.1,Cache.1,Bus Speed.1,FSB Parity,TDP.1,VID Voltage Range,Scenario Design Power (SDP).1,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6.0 Gb/s Ports,NPU Name,Max Frequency,Sparsity Support,Windows Studio Effects Support,AI Software Frameworks Supported by NPU,Launch Year,Launch Year Month,TDP per Core,performance_id,Memory Speed,Bandwidth,PCIe Transfer Rate,PCIe Bandwidth
E5-1660V3,Xeon Processor E5-1660 v3,number,https://ark.intel.com/content/www/us/en/ark/products/82766/intel-xeon-processor-e5-1660-v3-20m-cache-3-00-ghz.html,FCLGA2011,Xeon Processor E5 v3 Family,Products formerly Haswell,Server,,22,,8.0,16.0,3.5,,3500000000.0,3.0,20 MB Smart Cache,0 GT/s,140.0,,,,,,,0.0,,,,,,,,,,,,,,,Discontinued,2014-07-01,False,,,End of Servicing Updates,"Friday, December 31, 2021",,,,,,,,824633720832.0,DDR4 1333/1600/1866/2133,4.0,73014444032.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S Only,3,"x4, x8, x16",40.0,,,,,,1.0,,,"['52.5mm', '45.0 mm']",,65.9,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,True,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2014/07,17.5,60,2133.0,68.256,8.0,40.0
6438N,Xeon Gold 6438N Processor,number,https://ark.intel.com/content/www/us/en/ark/products/232397/intel-xeon-gold-6438n-processor-60m-cache-2-00-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,32.0,64.0,3.6,,,2.0,62914560,,205.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,True,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,85,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023/01,6.40625,38,4800.0,307.2,32.0,320.0
6146,Xeon Gold 6146 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/124942/intel-xeon-gold-6146-processor-24-75m-cache-3-20-ghz.html,FCLGA3647,Xeon Scalable Processors,Products formerly Skylake,Server,,14,,12.0,24.0,4.2,,,3.2,24.75 MB L3 Cache,,165.0,,,,,,,,,,,,,,,,,,,,,,Discontinued,2017-07-01,False,,,ESU Notification Issued,"Sunday, December 31, 2023",,,,,,,,824633720832.0,DDR4-2666,6.0,,True,,2666000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,76,,,,,,,False,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2017/07,13.75,46,2666.0,127.968,8.0,48.0
E5-2620V2,Xeon Processor E5-2620 v2,number,https://ark.intel.com/content/www/us/en/ark/products/75789/intel-xeon-processor-e5-2620-v2-15m-cache-2-10-ghz.html,FCLGA2011,Xeon Processor E5 v2 Family,Products formerly Ivy Bridge EP,Server,,22,,6.0,12.0,2.6,,2600000000.0,2.1,15 MB Smart Cache,7.2,80.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2013-07-01,False,,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,,,,,,824633720832.0,DDR3 800/1066/1333/1600,4.0,54975581388.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S Only,3,"x4, x8, x16",40.0,,,,,,2.0,,,"['52.5mm', '45mm']",,71,,,,,,,,,,2,True,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013/07,13.333333333333334,20,1600.0,51.2,8.0,40.0
E5-2630V2,Xeon Processor E5-2630 v2,number,https://ark.intel.com/content/www/us/en/ark/products/75790/intel-xeon-processor-e5-2630-v2-15m-cache-2-60-ghz.html,FCLGA2011,Xeon Processor E5 v2 Family,Products formerly Ivy Bridge EP,Server,,22,,6.0,12.0,3.1,,3100000000.0,2.6,15 MB Smart Cache,7.2,80.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2013-07-01,True,Server/Enterprise,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,,,,,,824633720832.0,DDR3 800/1066/1333/1600,4.0,54975581388.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S Only,3,"x4, x8, x16",40.0,,,,,,2.0,,,"['52.5mm', '45mm']",,71,,,,,,,,,,2,True,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013/07,13.333333333333334,30,1600.0,51.2,8.0,40.0
8468H,Xeon Platinum 8468H Processor,number,https://ark.intel.com/content/www/us/en/ark/products/231750/intel-xeon-platinum-8468h-processor-105m-cache-2-10-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,48.0,96.0,3.8,,,2.1,110100480,,330.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S8S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,77,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023/01,6.875,68,4800.0,307.2,32.0,320.0
4214R,Xeon Silver 4214R Processor,number,https://ark.intel.com/content/www/us/en/ark/products/197100/intel-xeon-silver-4214r-processor-16-5m-cache-2-40-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,12.0,24.0,3.5,,,2.4,17301504.0,,100.0,,,,,,,,,,,,,,,,,,,,,,Launched,2020-01-01,True,,,Baseline Servicing,,,,,,,,,1099511627776.0,DDR4-2400,6.0,,True,,2400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,79,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,1.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2020/01,8.333333333333334,14,2400.0,115.2,8.0,48.0
8571N,Xeon Platinum 8571N Processor,number,https://ark.intel.com/content/www/us/en/ark/products/237247/intel-xeon-platinum-8571n-processor-300m-cache-2-4-ghz.html,FCLGA4677,5th Gen Xeon Scalable Processors,Products formerly Emerald Rapids,Server,,7,,52.0,104.0,4.0,,,2.4,314572800,,300.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-10-01,True,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,DDR5 @ 4800 MT/s (1 DPC),8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S Only,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,78,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,2023,2023/10,5.769230769230769,71,4800.0,307.2,32.0,320.0
5119T,Xeon Gold 5119T Processor,number,https://ark.intel.com/content/www/us/en/ark/products/126154/intel-xeon-gold-5119t-processor-19-25m-cache-1-90-ghz.html,FCLGA3647,Xeon Scalable Processors,Products formerly Skylake,Server,,14,,14.0,28.0,3.2,,,1.9,19.25 MB L3 Cache,,85.0,,,,,,,,,,,,,,,,,,,,,,Launched,2017-07-01,True,Communications,,ESU Notification Issued,"Sunday, December 31, 2023",,,,,,,,824633720832.0,DDR4-2400,6.0,,True,,2400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,90,,,,,,,False,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,1.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2017/07,6.071428571428571,19,2400.0,115.2,8.0,48.0
E5-2623V4,Xeon Processor E5-2623 v4,number,https://ark.intel.com/content/www/us/en/ark/products/92980/intel-xeon-processor-e5-2623-v4-10m-cache-2-60-ghz.html,FCLGA2011,Xeon Processor E5 v4 Family,Products formerly Broadwell,Server,,14,,4.0,8.0,3.2,,3200000000.0,2.6,10 MB Smart Cache,8 GT/s,85.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2016-01-01,False,,,End of Servicing Updates,"Thursday, June 30, 2022",,,,,,,,1649267441664.0,DDR4 1600/1866/2133,4.0,73336566579.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,"x4, x8, x16",40.0,,,,,,2.0,,,"['45mm', '52.5mm']",,73,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,False,,,,,,,False,,,True,,True,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016/01,21.25,23,2133.0,68.256,8.0,40.0
6238L,Xeon Gold 6238L Processor,number,https://ark.intel.com/content/www/us/en/ark/products/193958/intel-xeon-gold-6238l-processor-30-25m-cache-2-10-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,22.0,44.0,3.7,,,2.1,31719424.0,,140.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,False,,,Baseline Servicing,,,,,,,,,4947802324992.0,DDR4-2933,6.0,,True,,2933000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,92,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019/04,6.363636363636363,38,2933.0,140.784,8.0,48.0
E5-2640,Xeon Processor E5-2640,number,https://ark.intel.com/content/www/us/en/ark/products/64591/intel-xeon-processor-e5-2640-15m-cache-2-50-ghz-7-20-gt-s-intel-qpi.html,FCLGA2011,Xeon Processor E5 Family,Products formerly Sandy Bridge EP,Server,,32,,6.0,12.0,3.0,,,2.5,15 MB Smart Cache,7.2,95.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2012-01-01,False,,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,2015-04-01,,,,,412316860416.0,DDR3 800/1066/1333,4.0,45741401702.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S Only,3,,40.0,,,,,,2.0,,,"['52.5mm', '45.0mm']",,73 °C,,,,,,,,,,1,True,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,,,,,,,,,,,,,,,,vPro Platform,True,,,,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,2012/01,15.833333333333334,40,1333.0,42.656,8.0,40.0
8176F,Xeon Platinum 8176F Processor,number,https://ark.intel.com/content/www/us/en/ark/products/125056/intel-xeon-platinum-8176f-processor-38-5m-cache-2-10-ghz.html,FCLGA3647,Xeon Scalable Processors,Products formerly Skylake,Server,,14,,28.0,56.0,3.8,,,2.1,38.5 MB L3 Cache,,173.0,,,,,,,,,,,,,,,,,,,,,,Discontinued,2017-07-01,False,,,ESU Notification Issued,"Sunday, December 31, 2023","Server Component Extended Warranty provides an additional 2 years and is available wherever the 3 year standard warranty is available, and must be order at the same time or within 30 days of product order",,,,,,,824633720832.0,DDR4-2666,6.0,,True,,2666000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,,48.0,,,,,,,,,"['88.0mm', '56.5mm']",,87,,,,,,,False,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2017/07,6.178571428571429,76,2666.0,127.968,8.0,48.0
E5-1650,Xeon Processor E5-1650,number,https://ark.intel.com/content/www/us/en/ark/products/64601/intel-xeon-processor-e5-1650-12m-cache-3-20-ghz-0-0-gt-s-intel-qpi.html,FCLGA2011,Xeon Processor E5 Family,Products formerly Sandy Bridge EP,Server,,32,,6.0,12.0,3.8,,3800000000.0,3.2,12 MB Smart Cache,0,130.0,,,,,,,0.0,,,,,,,,,,,,,,,Discontinued,2012-01-01,False,,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,2015-04-01,,,,,274877906944.0,DDR3 800/1066/1333/1600,4.0,54975581388.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,40.0,,,,,,1.0,,,"['52.5mm', '45.0 mm']",,64,,,,,,,,,,2,True,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,,,,,,,,,,,,,,,,vPro Platform,True,,,,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,2012/01,21.666666666666668,50,1600.0,51.2,8.0,40.0
5515+,Xeon Gold 5515+ Processor,number,https://ark.intel.com/content/www/us/en/ark/products/237562/intel-xeon-gold-5515-processor-22-5m-cache-3-20-ghz.html,FCLGA4677,5th Gen Xeon Scalable Processors,Products formerly Emerald Rapids,Server,,7,,8.0,16.0,4.099999999,,,3.2,23592960.0,,165.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-10-01,True,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,5,,80.0,,,,,,,,,,,76,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,2023,2023/10,20.625,15,4800.0,307.2,32.0,320.0
6152,Xeon Gold 6152 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/120491/intel-xeon-gold-6152-processor-30-25m-cache-2-10-ghz.html,FCLGA3647,Xeon Scalable Processors,Products formerly Skylake,Server,,14,,22.0,44.0,3.7,,,2.1,30.25 MB L3 Cache,,140.0,,,,,,,,,,,,,,,,,,,,,,Discontinued,2017-07-01,False,,,ESU Notification Issued,"Sunday, December 31, 2023",,,,,,,,824633720832.0,DDR4-2666,6.0,,True,,2666000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,92,,,,,,,False,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2017/07,6.363636363636363,52,2666.0,127.968,8.0,48.0
6252N,Xeon Gold 6252N Processor,number,https://ark.intel.com/content/www/us/en/ark/products/193951/intel-xeon-gold-6252n-processor-35-75m-cache-2-30-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,24.0,48.0,3.6,,,2.3,37486592.0,,150.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,True,,,Baseline Servicing,,,,,,,,,1099511627776.0,DDR4-2933,6.0,,True,,2933000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,74,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019/04,6.25,52,2933.0,140.784,8.0,48.0
E5-4610V4,Xeon Processor E5-4610 v4,number,https://ark.intel.com/content/www/us/en/ark/products/93812/intel-xeon-processor-e5-4610-v4-25m-cache-1-80-ghz.html,FCLGA2011,Xeon Processor E5 v4 Family,Products formerly Broadwell,Server,,14,,10.0,20.0,1.8,,,1.8,26214400,6.4,105.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2016-04-01,False,,,End of Servicing Updates,"Thursday, June 30, 2022",,,,,,,,1649267441664.0,DDR4,4.0,73014444032.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,"x4, x8, x16",40.0,,,,,,4.0,,,"['45mm', '52.5mm']",,79,,,,,,,,,,,True,True,64-bit,['AVX2'],True,True,True,,,,,,,,False,,,,,True,,,,,,,,,,,,,,,,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016/04,10.5,10,,68.0,8.0,40.0
6130F,Xeon Gold 6130F Processor,number,https://ark.intel.com/content/www/us/en/ark/products/123688/intel-xeon-gold-6130f-processor-22m-cache-2-10-ghz.html,FCLGA3647,Xeon Scalable Processors,Products formerly Skylake,Server,,14,,16.0,32.0,3.7,,,2.1,22 MB L3 Cache,,135.0,,,,,,,,,,,,,,,,,,,,,,Discontinued,2017-07-01,False,,,ESU Notification Issued,"Sunday, December 31, 2023",,,,,,,,824633720832.0,DDR4-2666,6.0,,True,,2666000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,,48.0,,,,,,,,,"['88.0mm', '56.5mm']",,87,,,,,,,False,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2017/07,8.4375,30,2666.0,127.968,8.0,48.0
5420+,Xeon Gold 5420+ Processor,number,https://ark.intel.com/content/www/us/en/ark/products/232381/intel-xeon-gold-5420-processor-52-5m-cache-2-00-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,28.0,56.0,4.099999999,,,2.0,55050240.0,,205.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,True,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4400 MT/s 1DPC and 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,84,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023/01,7.321428571428571,20,4400.0,281.6,32.0,320.0
E5-1660V2,Xeon Processor E5-1660 v2,number,https://ark.intel.com/content/www/us/en/ark/products/75781/intel-xeon-processor-e5-1660-v2-15m-cache-3-70-ghz.html,FCLGA2011,Xeon Processor E5 v2 Family,Products formerly Ivy Bridge EP,Server,,22,,6.0,12.0,4.0,,4000000000.0,3.7,15 MB Smart Cache,0 GT/s,130.0,,,,,,,0.0,,,,,,,,,,,,,,,Discontinued,2013-07-01,False,,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,,,,,,274877906944.0,DDR3 800/1066/1333/1600/1866,4.0,64102386892.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S Only,3,"x4, x8, x16",40.0,,,,,,1.0,,,"['52.5mm', '45.0 mm']",,70,,,,,,,,,,2,True,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013/07,21.666666666666668,60,1866.0,59.712,8.0,40.0
E5-2620V3,Xeon Processor E5-2620 v3,number,https://ark.intel.com/content/www/us/en/ark/products/83352/intel-xeon-processor-e5-2620-v3-15m-cache-2-40-ghz.html,FCLGA2011,Xeon Processor E5 v3 Family,Products formerly Haswell,Server,,22,,6.0,12.0,3.2,,3200000000.0,2.4,15 MB Smart Cache,8 GT/s,85.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2014-07-01,True,Server/Enterprise,,End of Servicing Updates,"Friday, December 31, 2021",,,,,,,,824633720832.0,DDR4 1600/1866,4.0,63350767616.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,"x4, x8, x16",40.0,,,,,,2.0,,,"['52.5mm', '45mm']",,72.6,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2014/07,14.166666666666666,20,1866.0,59.712,8.0,40.0
